running,avg_speed,avg_size,avg_energy,avg_age,avg_vision,trees,entities,avg_apples
True,5.0,6.0,84.30000000000098,2.6166666666666614,75.0,50,50,0.0
True,5.0,6.0,84.20000000000084,2.633333333333327,75.0,50,50,0.0
True,5.0,6.0,84.10000000000086,2.649999999999994,75.0,50,50,0.0
True,5.0,6.0,84.00000000000091,2.66666666666666,75.0,50,50,0.0
True,5.0,6.0,83.90000000000096,2.683333333333327,75.0,50,50,0.0
True,5.0,6.0,83.80000000000098,2.699999999999992,75.0,50,50,0.0
True,5.0,6.0,83.70000000000084,2.716666666666665,75.0,50,50,0.0
True,5.0,6.0,83.60000000000086,2.7333333333333303,75.0,50,50,0.0
True,5.0,6.0,83.50000000000092,2.7499999999999973,75.0,50,50,0.0
True,5.0,6.0,83.40000000000099,2.766666666666662,75.0,50,50,0.0
True,5.0,6.0,83.300000000001,2.78333333333333,75.0,50,50,0.0
True,5.0,6.0,83.20000000000084,2.799999999999995,75.0,50,50,0.0
True,5.0,6.0,83.1000000000009,2.8166666666666624,75.0,50,50,0.0
True,5.0,6.0,83.00000000000092,2.833333333333327,75.0,50,50,0.0
True,5.0,6.0,82.90000000000099,2.8499999999999948,75.0,50,50,0.0
True,5.0,6.0,82.80000000000105,2.866666666666662,75.0,50,50,0.0
True,5.0,6.0,82.70000000000107,2.883333333333327,75.0,50,50,0.0
True,5.0,6.0,82.60000000000093,2.8999999999999937,75.0,50,50,0.0
True,5.0,6.0,82.50000000000095,2.9166666666666594,75.0,50,50,0.0
True,5.0,6.0,82.400000000001,2.9333333333333274,75.0,50,50,0.0
True,5.0,6.0,82.30000000000105,2.9499999999999913,75.0,50,50,0.0
True,5.0,6.0,82.20000000000107,2.966666666666659,75.0,50,50,0.0
True,5.0,6.0,82.10000000000093,2.983333333333329,75.0,50,50,0.0
True,5.0,6.0,82.00000000000095,2.9999999999999973,75.0,50,50,0.0
True,5.0,6.0,81.90000000000101,3.0166666666666613,75.0,50,50,1.0
True,5.0,6.0,81.80000000000108,3.033333333333329,75.0,50,50,1.0
True,5.0,6.0,81.7000000000011,3.0499999999999936,75.0,50,50,1.0
True,5.0,6.0,81.60000000000115,3.0666666666666624,75.0,50,50,1.0
True,5.0,6.0,81.500000000001,3.083333333333326,75.0,50,50,1.0
True,5.0,6.0,81.40000000000101,3.099999999999994,75.0,50,50,1.0
True,5.0,6.0,81.30000000000108,3.1166666666666627,75.0,50,50,1.0
True,5.0,6.0,81.20000000000115,3.133333333333326,75.0,50,50,1.0
True,5.0,6.0,81.10000000000116,3.149999999999995,75.0,50,50,1.0
True,5.0,6.0,81.00000000000102,3.1666666666666585,75.0,50,50,1.0
True,5.0,6.0,80.90000000000103,3.1833333333333282,75.0,50,50,1.0
True,5.0,6.0,80.80000000000109,3.199999999999991,75.0,50,50,1.0
True,5.0,6.0,80.70000000000115,3.21666666666666,75.0,50,50,1.0
True,5.0,6.0,80.60000000000116,3.2333333333333227,75.0,50,50,1.0
True,5.0,6.0,80.50000000000102,3.2499999999999973,75.0,50,50,1.0
True,5.0,6.0,80.40000000000103,3.26666666666666,75.0,50,50,1.0
True,5.0,6.0,80.3000000000011,3.283333333333329,75.0,50,50,1.0
True,5.0,6.0,80.20000000000117,3.2999999999999914,75.0,50,50,1.0
True,5.0,6.0,80.10000000000119,3.3166666666666624,75.0,50,50,1.0
True,5.0,6.0,80.00000000000104,3.3333333333333246,75.0,50,50,1.0
True,5.0,6.0,79.90000000000109,3.349999999999994,75.0,50,50,1.0
True,5.0,6.0,79.8000000000011,3.3666666666666565,75.0,50,50,1.0
True,5.0,6.0,79.70000000000117,3.383333333333326,75.0,50,50,1.0
True,5.0,6.0,79.60000000000124,3.3999999999999955,75.0,50,50,1.0
True,5.0,6.0,79.50000000000125,3.4166666666666576,75.0,50,50,1.0
True,5.0,6.0,79.40000000000111,3.433333333333327,75.0,50,50,1.0
True,5.0,6.0,79.30000000000112,3.449999999999991,75.0,50,50,1.0
True,5.0,6.0,79.20000000000118,3.46666666666666,75.0,50,50,1.0
True,5.0,6.0,79.10000000000124,3.4833333333333227,75.0,50,50,1.0
True,5.0,6.0,79.00000000000125,3.499999999999992,75.0,50,50,1.0
True,5.0,6.0,78.90000000000111,3.5166666666666595,75.0,50,50,1.0
True,5.0,6.0,78.80000000000112,3.5333333333333288,75.0,50,50,1.0
True,5.0,6.0,78.7000000000012,3.5499999999999914,75.0,50,50,1.0
True,5.0,6.0,78.60000000000126,3.5666666666666607,75.0,50,50,1.0
True,5.0,6.0,78.50000000000128,3.583333333333324,75.0,50,50,1.0
